,job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,salary_currency,education_required,years_experience,company_name
11843,AI Architect,97053,SE,FT,Japan,0,"Computer Vision, Linux, TensorFlow, Java",USD,PhD,9,DataVision Ltd
11844,Machine Learning Engineer,79224,MI,FT,Singapore,0,"AWS, Deep Learning, Computer Vision, Linux, PyTorch",USD,PhD,3,Cognitive Computing
11845,Research Scientist,61854,MI,FT,Finland,50,"Spark, Hadoop, Git, Data Visualization",USD,PhD,2,DeepTech Ventures
11846,Machine Learning Researcher,88464,MI,FT,Singapore,100,"Computer Vision, Java, Mathematics, Linux",USD,Associate,3,DeepTech Ventures
11847,Machine Learning Researcher,48233,EN,FT,Japan,100,"GCP, Computer Vision, Tableau, AWS, Java",USD,Master,1,DataVision Ltd
11848,Data Engineer,177977,EX,FT,Australia,50,"SQL, Scala, Kubernetes",USD,PhD,19,Smart Analytics
11849,Research Scientist,80474,MI,PT,Canada,50,"Kubernetes, AWS, Computer Vision, R, Hadoop",USD,Master,3,Cognitive Computing
11850,AI Research Scientist,82141,MI,PT,Israel,100,"Docker, Data Visualization, Scala, Deep Learning",USD,Associate,2,Digital Transformation LLC
11851,Machine Learning Researcher,42796,EN,PT,Finland,0,"Linux, Kubernetes, SQL",USD,Bachelor,1,Future Systems
11852,AI Product Manager,110942,MI,FL,United Kingdom,0,"Java, NLP, AWS",GBP,Master,4,Quantum Computing Inc
11853,Data Analyst,100421,SE,CT,Finland,100,"Python, Computer Vision, Data Visualization, TensorFlow, Kubernetes",USD,Associate,7,Cognitive Computing
11854,Autonomous Systems Engineer,203693,EX,PT,Denmark,100,"Python, Data Visualization, Mathematics, AWS",USD,PhD,10,DeepTech Ventures
11855,Computer Vision Engineer,178284,EX,PT,Ireland,100,"Hadoop, Java, Deep Learning",USD,PhD,13,Predictive Systems
11856,Machine Learning Engineer,98357,SE,FT,Finland,100,"Python, Git, Computer Vision, Tableau",USD,Master,6,Algorithmic Solutions
11857,Data Engineer,172008,SE,FT,United States,0,"Docker, Git, Hadoop, MLOps",USD,Associate,5,Algorithmic Solutions
11858,AI Product Manager,77417,EN,FT,Australia,0,"Computer Vision, PyTorch, Scala",USD,PhD,0,Cloud AI Solutions
11859,Data Analyst,170717,SE,FT,Norway,50,"Tableau, MLOps, Python, R, SQL",USD,Bachelor,6,Cloud AI Solutions
11860,Deep Learning Engineer,114511,MI,FT,France,100,"Scala, Linux, MLOps, Spark",EUR,Associate,4,Neural Networks Co
11861,NLP Engineer,67992,EN,FL,Singapore,100,"PyTorch, Azure, TensorFlow, Java",USD,Bachelor,0,Autonomous Tech
11862,Deep Learning Engineer,205514,EX,PT,Australia,100,"AWS, Data Visualization, Hadoop",USD,Associate,15,TechCorp Inc
11863,Head of AI,120666,SE,CT,United States,0,"TensorFlow, R, Spark, SQL, Kubernetes",USD,PhD,6,Neural Networks Co
11864,Data Engineer,138317,SE,FT,Netherlands,100,"GCP, R, NLP",EUR,Associate,8,Digital Transformation LLC
11865,AI Consultant,37269,EN,CT,Austria,0,"Spark, Python, NLP, Deep Learning, Computer Vision",USD,Bachelor,1,Cognitive Computing
11866,Data Scientist,93183,MI,FT,Canada,100,"Linux, Tableau, Deep Learning, Kubernetes",USD,PhD,2,Neural Networks Co
11867,AI Architect,101372,EX,PT,Austria,50,"Azure, TensorFlow, Deep Learning, Data Visualization",USD,PhD,11,Autonomous Tech
11868,Machine Learning Researcher,128534,EX,FT,India,50,"Java, Kubernetes, PyTorch, Linux",USD,Bachelor,14,Future Systems
11869,Head of AI,217169,SE,FL,Switzerland,0,"Scala, NLP, Data Visualization, Statistics",USD,Associate,5,Smart Analytics
11870,AI Software Engineer,183863,EX,FL,France,100,"Kubernetes, Git, Hadoop, Java, Scala",EUR,Master,12,DeepTech Ventures
11871,Machine Learning Researcher,280044,EX,FT,Norway,0,"SQL, Git, R",USD,Associate,14,Advanced Robotics
11872,Autonomous Systems Engineer,156059,EX,PT,India,0,"Hadoop, Data Visualization, Spark, Computer Vision, Linux",USD,Master,12,DataVision Ltd
11873,Machine Learning Researcher,48765,EN,FT,Israel,50,"Scala, Spark, Python, Azure",USD,Bachelor,1,Predictive Systems
11874,ML Ops Engineer,47189,EN,FT,France,100,"Scala, AWS, MLOps, PyTorch, Docker",EUR,Bachelor,1,Future Systems
11875,Autonomous Systems Engineer,176687,SE,FT,Denmark,0,"AWS, Kubernetes, Data Visualization, Scala, PyTorch",USD,Bachelor,9,Future Systems
11876,Data Engineer,93965,MI,FT,Sweden,0,"NLP, TensorFlow, GCP, SQL",USD,Associate,3,Algorithmic Solutions
11877,AI Specialist,66651,MI,FT,Ireland,100,"Azure, Kubernetes, GCP, Spark",USD,PhD,3,Advanced Robotics
11878,Machine Learning Engineer,50287,EN,FT,Sweden,100,"Spark, Python, Data Visualization, Java",USD,Master,1,DeepTech Ventures
11879,ML Ops Engineer,206859,EX,FT,Singapore,0,"Python, PyTorch, MLOps, Java, R",USD,Bachelor,14,Cognitive Computing
11880,Machine Learning Researcher,64368,EN,PT,Austria,50,"AWS, Azure, MLOps",USD,Associate,0,AI Innovations
11881,NLP Engineer,98132,MI,PT,United Kingdom,50,"PyTorch, Kubernetes, Spark, Linux",GBP,Master,3,Future Systems
11882,AI Product Manager,51784,EN,FT,India,100,"Kubernetes, Computer Vision, Spark, PyTorch, AWS",USD,Master,0,DataVision Ltd
11883,NLP Engineer,98525,MI,PT,Denmark,0,"Linux, Data Visualization, Deep Learning, R",USD,Bachelor,2,Predictive Systems
11884,Research Scientist,186888,EX,FL,France,50,"Docker, Kubernetes, Python",EUR,Master,15,Smart Analytics
11885,Robotics Engineer,189252,EX,FL,Denmark,0,"Mathematics, SQL, Kubernetes, PyTorch",USD,Bachelor,16,Cloud AI Solutions
11886,Robotics Engineer,97365,MI,FT,Sweden,0,"GCP, Linux, PyTorch, NLP, MLOps",USD,Master,3,Digital Transformation LLC
11887,Data Scientist,110431,EX,FL,Japan,50,"MLOps, AWS, TensorFlow, Statistics",USD,Associate,16,Digital Transformation LLC
11888,AI Product Manager,161874,EX,FL,Germany,50,"Computer Vision, Data Visualization, GCP",EUR,Bachelor,16,Quantum Computing Inc
11889,Data Scientist,84709,EN,FT,United Kingdom,0,"Java, AWS, MLOps, Git",GBP,Bachelor,0,Digital Transformation LLC
11890,Machine Learning Researcher,67285,EN,PT,Netherlands,100,"Git, AWS, Kubernetes, Data Visualization",EUR,PhD,1,Smart Analytics
11891,Robotics Engineer,123258,SE,FT,France,0,"Spark, Python, Azure, Hadoop, SQL",EUR,Associate,6,TechCorp Inc
11892,Robotics Engineer,35627,EN,PT,Japan,50,"Docker, PyTorch, Scala, Tableau, Linux",USD,Associate,1,Predictive Systems
11893,Principal Data Scientist,82326,MI,CT,Netherlands,0,"Azure, Python, Deep Learning, TensorFlow, PyTorch",EUR,Bachelor,4,Future Systems
11894,AI Specialist,175367,SE,FL,Australia,50,"Spark, Kubernetes, PyTorch, Computer Vision, GCP",USD,Bachelor,5,TechCorp Inc
11895,Machine Learning Engineer,51537,MI,CT,Japan,100,"GCP, Scala, Mathematics, PyTorch, Kubernetes",USD,Master,2,DataVision Ltd
11896,Autonomous Systems Engineer,66241,MI,PT,Ireland,100,"NLP, Python, Scala, Mathematics",USD,PhD,3,TechCorp Inc
11897,Computer Vision Engineer,71772,EN,CT,Denmark,0,"Git, Linux, SQL, Python, Computer Vision",USD,Bachelor,1,Algorithmic Solutions
11898,Autonomous Systems Engineer,159918,EX,FL,China,50,"GCP, Hadoop, Deep Learning, Data Visualization, MLOps",USD,Bachelor,18,Smart Analytics
11899,Robotics Engineer,45214,EN,FT,South Korea,0,"GCP, Deep Learning, Tableau, NLP, R",USD,Associate,1,Machine Intelligence Group
11900,Machine Learning Engineer,237424,EX,FT,France,100,"PyTorch, R, Java, Docker, Statistics",EUR,Bachelor,19,DataVision Ltd
11901,Robotics Engineer,69271,MI,FT,Ireland,100,"Kubernetes, AWS, Data Visualization, Docker",USD,Bachelor,3,Quantum Computing Inc
11902,Data Analyst,110423,MI,PT,Canada,100,"SQL, PyTorch, Computer Vision",USD,Associate,3,Neural Networks Co
11903,Head of AI,107214,MI,FL,United States,100,"Hadoop, Python, Docker, Java",USD,Master,4,Autonomous Tech
11904,AI Specialist,133968,MI,FL,Singapore,100,"NLP, Docker, Kubernetes, TensorFlow",USD,Bachelor,4,Quantum Computing Inc
11905,NLP Engineer,157471,EX,FL,Singapore,0,"Linux, Scala, Docker",USD,Associate,11,Cognitive Computing
11906,Robotics Engineer,46904,EN,CT,South Korea,100,"SQL, Git, NLP",USD,Associate,1,Future Systems
11907,Machine Learning Engineer,77864,MI,FT,Ireland,50,"R, SQL, Java",USD,PhD,4,Predictive Systems
11908,Data Engineer,99512,MI,FL,Canada,0,"Deep Learning, Git, R, PyTorch",USD,Associate,2,DataVision Ltd
11909,AI Consultant,80051,SE,PT,South Korea,50,"Data Visualization, Java, Python, TensorFlow",USD,Master,9,DeepTech Ventures
11910,Data Engineer,124103,SE,FL,Canada,0,"Java, Computer Vision, Hadoop",USD,Associate,9,TechCorp Inc
11911,AI Product Manager,55429,MI,FT,South Korea,100,"Spark, Python, Data Visualization, Statistics",USD,Bachelor,4,DeepTech Ventures
11912,NLP Engineer,68085,MI,PT,Japan,50,"Java, PyTorch, Kubernetes, TensorFlow, GCP",USD,Bachelor,2,Smart Analytics
11913,AI Research Scientist,48466,EN,FT,Japan,100,"TensorFlow, Tableau, Git",USD,Master,0,Advanced Robotics
11914,NLP Engineer,142242,MI,CT,Denmark,100,"Kubernetes, Docker, Deep Learning, GCP, Computer Vision",USD,Associate,2,TechCorp Inc
11915,Autonomous Systems Engineer,120347,SE,FT,China,50,"Linux, SQL, Scala, Statistics, PyTorch",USD,PhD,5,Cognitive Computing
11916,Data Analyst,232937,EX,FT,Netherlands,0,"Computer Vision, Data Visualization, Hadoop, Java",EUR,Associate,14,TechCorp Inc
11917,AI Software Engineer,118354,SE,FL,Ireland,100,"Java, Hadoop, Docker, Kubernetes",USD,Bachelor,5,Cloud AI Solutions
11918,AI Consultant,55854,MI,FT,Finland,0,"AWS, Python, Statistics",USD,PhD,4,AI Innovations
11919,AI Specialist,81023,EN,FL,United States,100,"Computer Vision, TensorFlow, SQL",USD,Master,1,Predictive Systems
11920,Computer Vision Engineer,62988,MI,FT,Japan,100,"SQL, Python, Git, Deep Learning",USD,Bachelor,3,DeepTech Ventures
11921,Data Analyst,106451,EX,PT,Austria,0,"Statistics, Tableau, Mathematics, NLP",USD,Master,19,DataVision Ltd
11922,Computer Vision Engineer,98626,MI,FT,United Kingdom,100,"Hadoop, MLOps, SQL, Python",GBP,Master,4,Algorithmic Solutions
11923,AI Product Manager,105730,MI,FL,United States,0,"Tableau, Kubernetes, TensorFlow, Git",USD,Bachelor,3,Machine Intelligence Group
11924,Robotics Engineer,66312,MI,FT,Ireland,50,"Scala, Git, Kubernetes, Deep Learning, Python",USD,PhD,3,Cloud AI Solutions
11925,Principal Data Scientist,89341,EX,PT,India,100,"Scala, Docker, Deep Learning",USD,PhD,19,Smart Analytics
11926,Data Analyst,55243,EN,CT,Israel,100,"Git, Azure, Python, Spark",USD,Master,0,Digital Transformation LLC
11927,Machine Learning Researcher,50188,EN,FT,India,100,"Spark, Tableau, PyTorch, Azure",USD,Bachelor,0,Predictive Systems
11928,Robotics Engineer,129872,EX,FL,Finland,100,"PyTorch, Hadoop, Linux",USD,Associate,17,DataVision Ltd
11929,AI Software Engineer,38852,EN,PT,China,100,"Mathematics, Statistics, Data Visualization, Computer Vision, GCP",USD,Associate,1,Predictive Systems
11930,AI Product Manager,73299,EN,FL,Norway,50,"Kubernetes, Computer Vision, Scala",USD,Bachelor,1,Machine Intelligence Group
11931,Principal Data Scientist,222351,EX,PT,United States,100,"Azure, Python, Deep Learning, Computer Vision, Statistics",USD,Associate,12,Cloud AI Solutions
11932,Data Scientist,113170,MI,PT,Denmark,100,"Mathematics, SQL, Spark, Deep Learning, Java",USD,Associate,2,Future Systems
11933,AI Product Manager,54616,EN,CT,United Kingdom,50,"AWS, Tableau, Data Visualization, TensorFlow, Azure",GBP,Master,1,Predictive Systems
11934,AI Specialist,206139,EX,FL,Norway,50,"MLOps, Python, Java, Hadoop",USD,Master,11,Digital Transformation LLC
11935,Data Engineer,58810,MI,FL,Japan,0,"SQL, TensorFlow, Computer Vision, Azure, Deep Learning",USD,Bachelor,3,TechCorp Inc
11936,Principal Data Scientist,82950,SE,CT,Austria,100,"Linux, Tableau, Python, TensorFlow",USD,Master,5,Smart Analytics
11937,Machine Learning Researcher,51801,MI,CT,Japan,0,"Java, GCP, MLOps, Scala, Python",USD,Associate,3,Future Systems
11938,Robotics Engineer,346789,EX,FL,Norway,100,"Python, Hadoop, Deep Learning, Kubernetes",USD,Master,18,Advanced Robotics
11939,AI Product Manager,96731,SE,PT,Canada,0,"Java, Kubernetes, Azure, Mathematics",USD,Bachelor,9,Quantum Computing Inc
11940,Machine Learning Engineer,207607,EX,FL,Denmark,50,"Azure, Statistics, PyTorch",USD,Bachelor,15,Cognitive Computing
11941,AI Software Engineer,257689,EX,FL,Netherlands,0,"Kubernetes, GCP, Python",EUR,Bachelor,19,DeepTech Ventures
11942,NLP Engineer,125022,SE,PT,United Kingdom,100,"Kubernetes, Docker, Hadoop, Python, Deep Learning",GBP,Master,9,Smart Analytics
11943,AI Software Engineer,69588,EN,FT,Germany,50,"Python, Git, TensorFlow, GCP, PyTorch",EUR,PhD,0,Advanced Robotics
11944,Data Engineer,154853,SE,PT,Netherlands,100,"Python, TensorFlow, PyTorch, Computer Vision",EUR,Master,6,Neural Networks Co
11945,Machine Learning Engineer,47517,EN,CT,Sweden,0,"Computer Vision, PyTorch, Docker",USD,Master,0,Digital Transformation LLC
11946,Machine Learning Researcher,149715,MI,PT,Switzerland,0,"Git, Deep Learning, TensorFlow",USD,Master,4,Digital Transformation LLC
11947,Research Scientist,93300,MI,CT,Canada,0,"Scala, Python, Kubernetes",USD,Bachelor,4,Cloud AI Solutions
11948,Robotics Engineer,107137,SE,CT,France,0,"SQL, Kubernetes, Azure, PyTorch",EUR,Associate,5,DeepTech Ventures
11949,ML Ops Engineer,58142,EN,CT,Germany,50,"Scala, Docker, SQL, Hadoop, PyTorch",EUR,Bachelor,1,Smart Analytics
11950,Machine Learning Engineer,82967,EN,FL,Netherlands,0,"Tableau, Data Visualization, Azure, Spark, GCP",EUR,Associate,0,Smart Analytics
11951,Machine Learning Researcher,69640,SE,FT,South Korea,0,"SQL, Kubernetes, Computer Vision",USD,Associate,5,Cognitive Computing
11952,Research Scientist,114314,SE,FT,Ireland,0,"NLP, PyTorch, Tableau, R, Linux",USD,Master,8,Neural Networks Co
11953,Data Engineer,94577,MI,FL,France,100,"Spark, Data Visualization, Python",EUR,Master,2,Neural Networks Co
11954,Deep Learning Engineer,76932,EN,FL,France,100,"Computer Vision, PyTorch, Hadoop, Azure",EUR,Master,0,Algorithmic Solutions
11955,Robotics Engineer,122486,SE,FL,France,100,"Linux, PyTorch, R",EUR,Bachelor,9,Cognitive Computing
11956,ML Ops Engineer,72631,EN,PT,Germany,100,"Git, Hadoop, Java, Computer Vision",EUR,Bachelor,1,Future Systems
11957,Deep Learning Engineer,82818,EN,CT,Singapore,100,"GCP, Kubernetes, Git, Hadoop, SQL",USD,PhD,0,DeepTech Ventures
11958,Head of AI,165865,EX,PT,France,0,"Linux, Docker, R",EUR,Master,14,Neural Networks Co
11959,AI Consultant,211138,EX,PT,Germany,100,"Azure, Java, NLP",EUR,PhD,10,Smart Analytics
11960,Head of AI,180350,EX,FT,India,50,"Python, Linux, Data Visualization",USD,Bachelor,19,Autonomous Tech
11961,Data Scientist,54302,EN,FT,Finland,50,"AWS, Scala, Kubernetes, Tableau, Computer Vision",USD,Master,1,Machine Intelligence Group
11962,Head of AI,124591,MI,FL,Singapore,50,"Tableau, Git, Python, Computer Vision, GCP",USD,Associate,4,Cognitive Computing
11963,Machine Learning Engineer,135265,EX,CT,South Korea,0,"Linux, Deep Learning, Git, R, Azure",USD,Master,14,AI Innovations
11964,Data Scientist,144527,EX,PT,Australia,100,"Git, TensorFlow, Tableau, PyTorch",USD,Bachelor,18,Digital Transformation LLC
11965,Data Analyst,54063,EN,FT,China,100,"Git, NLP, Linux",USD,Bachelor,1,Predictive Systems
11966,AI Consultant,78387,EN,FL,Australia,50,"SQL, Python, Mathematics, Tableau",USD,PhD,1,AI Innovations
11967,Head of AI,49994,EN,FL,Israel,100,"SQL, R, Data Visualization, Tableau",USD,PhD,1,DeepTech Ventures
11968,Autonomous Systems Engineer,148312,EX,CT,Ireland,50,"R, NLP, TensorFlow",USD,PhD,13,Smart Analytics
11969,Data Analyst,54661,EN,FT,Sweden,50,"R, Deep Learning, Hadoop",USD,Associate,1,Digital Transformation LLC
11970,Data Scientist,38896,EN,FL,India,50,"Statistics, Git, R, Scala",USD,Bachelor,0,DeepTech Ventures
11971,Data Analyst,252666,EX,PT,Switzerland,50,"GCP, SQL, Deep Learning, Tableau",USD,PhD,15,Algorithmic Solutions
11972,AI Consultant,116096,MI,FL,United States,100,"Computer Vision, Kubernetes, SQL, Deep Learning, Data Visualization",USD,PhD,3,Neural Networks Co
11973,Head of AI,153688,EX,CT,Germany,100,"Git, GCP, Kubernetes, Azure",EUR,Associate,10,Future Systems
11974,AI Research Scientist,141983,MI,PT,Denmark,0,"GCP, Kubernetes, Scala, Java, Statistics",USD,Bachelor,4,Advanced Robotics
11975,AI Product Manager,67472,EN,FL,Singapore,50,"Java, Python, SQL",USD,Bachelor,1,Machine Intelligence Group
11976,Machine Learning Engineer,172136,EX,FL,Finland,0,"R, Hadoop, AWS",USD,Bachelor,12,Digital Transformation LLC
11977,Data Scientist,64158,EN,PT,Australia,50,"SQL, Kubernetes, Computer Vision, Azure",USD,Associate,0,DataVision Ltd
11978,Head of AI,97560,EN,FT,United Kingdom,100,"R, SQL, Spark",GBP,Associate,1,DataVision Ltd
11979,Data Analyst,41634,EN,PT,Ireland,50,"Kubernetes, MLOps, Python, Deep Learning, Scala",USD,Bachelor,0,Predictive Systems
11980,Data Scientist,341312,EX,CT,United States,100,"AWS, SQL, Kubernetes",USD,Master,17,Future Systems
11981,Autonomous Systems Engineer,69209,EN,CT,Denmark,0,"Computer Vision, Hadoop, R",USD,Bachelor,1,DataVision Ltd
11982,Machine Learning Researcher,86275,EN,PT,Norway,0,"TensorFlow, SQL, Statistics",USD,PhD,0,Advanced Robotics
11983,Deep Learning Engineer,72566,MI,CT,United Kingdom,0,"GCP, SQL, Java, Git, Linux",GBP,PhD,3,AI Innovations
11984,Data Engineer,106180,SE,FT,Canada,50,"SQL, TensorFlow, GCP, Docker",USD,Associate,7,Predictive Systems
11985,Machine Learning Engineer,107128,MI,FL,Switzerland,50,"Python, Java, Docker, Scala, Mathematics",USD,Associate,2,Quantum Computing Inc
11986,Autonomous Systems Engineer,145367,EX,FT,Singapore,0,"Kubernetes, Statistics, GCP, Docker, Tableau",USD,Associate,16,Advanced Robotics
11987,Data Scientist,72657,MI,FL,Ireland,50,"SQL, Data Visualization, Hadoop, Python, Scala",USD,Associate,4,Smart Analytics
11988,NLP Engineer,79956,EN,FT,Norway,100,"Scala, Kubernetes, Mathematics, Data Visualization",USD,Bachelor,1,Future Systems
11989,AI Consultant,83025,SE,CT,Finland,0,"Java, R, Spark, Computer Vision",USD,PhD,5,Autonomous Tech
11990,Autonomous Systems Engineer,77633,EN,PT,Australia,100,"Kubernetes, Azure, Tableau, NLP, Spark",USD,Associate,0,Autonomous Tech
11991,Autonomous Systems Engineer,96026,MI,CT,Netherlands,50,"SQL, Spark, PyTorch",EUR,Associate,4,Machine Intelligence Group
11992,Computer Vision Engineer,114502,SE,PT,Australia,100,"PyTorch, Deep Learning, NLP",USD,Bachelor,6,Cognitive Computing
11993,Research Scientist,68237,EN,FT,Denmark,100,"GCP, AWS, Python, TensorFlow, Kubernetes",USD,Master,1,AI Innovations
11994,Data Engineer,113063,MI,FL,Germany,100,"SQL, MLOps, GCP",EUR,Associate,4,Predictive Systems
11995,Machine Learning Engineer,97433,SE,CT,Austria,100,"Data Visualization, Scala, SQL, Azure",USD,Bachelor,6,Autonomous Tech
11996,Head of AI,144520,EX,PT,Finland,100,"Python, Kubernetes, Data Visualization",USD,Master,16,Future Systems
11997,AI Software Engineer,63449,MI,FL,Finland,0,"Java, SQL, MLOps, Computer Vision",USD,Bachelor,3,Predictive Systems
11998,AI Research Scientist,140447,SE,FT,Sweden,50,"GCP, Git, PyTorch, Python, Hadoop",USD,Associate,8,DataVision Ltd
11999,AI Product Manager,62163,MI,FL,Austria,0,"Spark, Git, MLOps, Docker",USD,Master,3,DeepTech Ventures
12000,Data Scientist,47117,EN,FT,India,50,"Java, Mathematics, Git",USD,Associate,0,Digital Transformation LLC
12001,NLP Engineer,168942,EX,FL,Norway,50,"SQL, Computer Vision, Data Visualization, AWS, Java",USD,Master,16,Autonomous Tech
12002,Data Analyst,85701,SE,FT,South Korea,100,"Kubernetes, Scala, Mathematics",USD,Bachelor,9,DeepTech Ventures
12003,AI Research Scientist,68301,MI,FL,Finland,0,"Scala, SQL, PyTorch, TensorFlow",USD,Bachelor,4,Quantum Computing Inc
12004,AI Product Manager,137833,EX,FT,South Korea,0,"PyTorch, MLOps, Git, Deep Learning",USD,Master,14,Autonomous Tech
12005,Computer Vision Engineer,222188,EX,FT,Denmark,100,"Tableau, Kubernetes, Deep Learning, Data Visualization",USD,Master,12,Predictive Systems
12006,NLP Engineer,155521,SE,PT,United Kingdom,0,"PyTorch, Python, MLOps, AWS, NLP",GBP,Bachelor,8,Neural Networks Co
12007,AI Software Engineer,75288,EN,FL,France,100,"SQL, PyTorch, GCP",EUR,PhD,1,Digital Transformation LLC
12008,Deep Learning Engineer,79786,MI,CT,India,0,"MLOps, Deep Learning, Computer Vision, Python",USD,Associate,4,DeepTech Ventures
